Gender,Age,Race,Education,Political Affiliation,Political Leaning,Trump,Finances,Fair Elections,Ranked Choice,Woman President,Universal Healthcare,Humanity,America,Trump Reelection,Trump Nuke,War Russia,War China,Next Generation
Female,35,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Female,30,Latino,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,63,White,Some college,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,No,Very Likely,Not at all likely,No,No,Better World
Male,45,White,Some college,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Very Likely,Not at all likely,No,No,Worse World
Male,43,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,69,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,Yes,No,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,76,White,College degree,Republican,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,DK/REF
Female,56,Latino,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,28,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Female,48,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Worse World
Male,54,Latino,High school or less,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Male,40,Black,Some college,Independent,Liberal,Somewhat Disapprove,Not Very Often,No,Yes,No,No,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Better World
Female,50,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World
Male,24,Black,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Better World
Female,70,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,DK/REF,Worse World
Female,67,White,College degree,Independent,Liberal,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Male,66,White,High school or less,Independent,Conservative,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,No,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Male,38,White,College degree,Republican,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,69,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Not at all likely,No,No,Worse World
Male,42,White,Graduate degree,Republican,Moderate,Somewhat Approve,Somewhat Often,DK/REF,Yes,DK/REF,Yes,Yes,Yes,DK/REF,Somewhat Likely,No,DK/REF,Better World
Male,68,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,37,Asian,College degree,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World
Female,78,White,High school or less,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Male,85,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,47,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Male,60,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
Male,62,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,71,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Somewhat Likely,Somewhat Likely,Yes,No,Better World
Male,65,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
Female,52,White,High school or less,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Male,34,DK/REF,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,Yes,Yes,Worse World
Male,66,White,Some college,Independent,DK/REF,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,DK/REF,No,Not at all likely,Very Likely,DK/REF,DK/REF,Better World
Other,82,DK/REF,High school or less,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF
DK/REF,23,Black,High school or less,Independent,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",No,No,No,No,No,Very Likely,Very Likely,Yes,No,Worse World
Male,77,Other,Some college,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,No,Worse World
Female,42,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,No,Worse World
Male,31,Black,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",DK/REF,No,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,52,Latino,High school or less,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Female,57,Black,Graduate degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,No,No,Yes,Yes,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Worse World
Female,70,White,High school or less,Independent,Liberal,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,DK/REF,No,No,DK/REF
Female,46,White,College degree,Independent,Liberal,Neither approve nor disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Male,65,White,College degree,Independent,Moderate,DK/REF,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,25,Asian,College degree,Democrat,Liberal,DK/REF,Somewhat Often,No,Yes,No,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,64,White,Some college,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Male,48,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,73,White,High school or less,Democrat,Liberal,Somewhat Disapprove,Very Often,No,No,No,No,No,No,Somewhat Likely,Very Likely,No,Yes,Better World
Female,66,Black,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,DK/REF,Yes,Worse World
Male,34,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,73,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,Yes,Better World
Female,75,White,College degree,Independent,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,64,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,55,Black,Some college,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,41,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
Female,67,White,College degree,Republican,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,Yes,Worse World
Male,64,White,Other,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,Better World
Female,72,White,Graduate degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,19,Black,High school or less,DK/REF,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,No,Not at all likely,Very Likely,No,No,Worse World
Male,50,Black,College degree,DK/REF,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,64,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Very Likely,No,Yes,Worse World
Male,69,Other,Graduate degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,DK/REF
Female,55,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,No,No,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Female,29,Black,Some college,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Better World
Male,49,Latino,College degree,DK/REF,Conservative,Strongly Disapprove,Not Very Often,No,Yes,Yes,DK/REF,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World
Female,72,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Female,23,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Female,61,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Male,51,White,College degree,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,50,White,Some college,Republican,Conservative,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Male,58,White,High school or less,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
Male,70,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,38,White,College degree,Independent,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World
Female,48,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
Female,72,White,High school or less,Independent,Moderate,DK/REF,Somewhat Often,No,No,No,No,No,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World
Female,75,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
Female,70,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,40,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,DK/REF,Somewhat Likely,No,No,Worse World
Female,85,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,No,No,No,No,Not at all likely,Not at all likely,No,No,Worse World
Female,65,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,DK/REF
Female,22,White,High school or less,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World
Female,59,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
Male,28,Other,Some college,Independent,DK/REF,DK/REF,Very Often,DK/REF,DK/REF,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World
Female,65,Other,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Male,94,DK/REF,College degree,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Yes,Yes,Better World
Female,77,White,High school or less,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,DK/REF,Not at all likely,Somewhat Likely,No,No,Worse World
Female,68,White,High school or less,Republican,Conservative,Somewhat Approve,DK/REF,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,DK/REF,No,No,Better World
Female,75,White,High school or less,Republican,Moderate,Strongly Approve,Very Often,No,Yes,Yes,Yes,DK/REF,Yes,Somewhat Likely,Very Likely,Yes,Yes,Better World
Male,91,White,Some college,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,Yes,Better World
Male,82,DK/REF,Graduate degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,DK/REF,DK/REF,No,Somewhat Likely,Not at all likely,No,No,Better World
Female,66,White,High school or less,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,76,Black,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Worse World
Female,83,Black,Graduate degree,Democrat,Moderate,DK/REF,Not Very Often,"Yes, somewhat confident",No,DK/REF,No,No,No,Not at all likely,Not at all likely,Yes,No,Worse World
Female,89,White,College degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,DK/REF,Yes,DK/REF
Female,70,White,Some college,Republican,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,53,Latino,Some college,Democrat,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Other,50,Asian,College degree,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,58,Latino,Other,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Male,51,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,50,Black,High school or less,Democrat,Moderate,DK/REF,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Female,68,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Female,73,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,No,Not at all likely,Very Likely,No,Yes,Worse World
Male,48,White,High school or less,Independent,Moderate,Somewhat Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World
Male,65,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,56,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,DK/REF,Not at all likely,No,No,DK/REF
Male,50,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,80,White,High school or less,Republican,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World
Female,52,White,Some college,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Not at all likely,Yes,Yes,Worse World
Female,62,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Better World
Female,68,White,Some college,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,60,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Somewhat Likely,DK/REF,DK/REF,Worse World
Female,60,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,88,White,Some college,Democrat,Conservative,Somewhat Disapprove,Not Very Often,No,No,Yes,Yes,No,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Male,50,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,80,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,DK/REF,Yes,Yes,Better World
Male,70,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,65,White,Some college,Democrat,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,No,Very Likely,Not at all likely,No,No,Better World
Male,78,White,Some college,Republican,Conservative,DK/REF,Not Very Often,"Yes, very confident",No,Yes,No,No,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,87,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,61,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,65,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,DK/REF,No,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,66,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Worse World
Male,70,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,No,Somewhat Likely,Not at all likely,Yes,No,Better World
Female,81,White,High school or less,Independent,Moderate,Neither approve nor disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Male,58,Asian,College degree,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,DK/REF,DK/REF,Not at all likely,Very Likely,Yes,Yes,Better World
Female,75,White,High school or less,Republican,DK/REF,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,No,No,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
Female,73,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Male,59,White,College degree,Republican,Moderate,Strongly Disapprove,DK/REF,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,86,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,50,DK/REF,Some college,Independent,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,DK/REF,DK/REF,Not at all likely,Very Likely,Yes,No,Worse World
Male,70,White,High school or less,Democrat,Conservative,Strongly Approve,Very Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,70,White,High school or less,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,No,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Worse World
Female,85,White,High school or less,Independent,Moderate,Somewhat Disapprove,Very Often,"Yes, very confident",DK/REF,No,DK/REF,No,DK/REF,Not at all likely,Very Likely,Yes,No,DK/REF
Female,71,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,84,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Male,65,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,DK/REF,No,Somewhat Likely,Somewhat Likely,DK/REF,No,Worse World
Male,24,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
Male,19,White,High school or less,Republican,Liberal,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Male,40,White,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
Male,60,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
Other,29,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,83,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,26,DK/REF,DK/REF,DK/REF,DK/REF,Strongly Disapprove,DK/REF,No,Yes,Yes,No,No,No,Somewhat Likely,Not at all likely,Yes,Yes,Worse World
Male,59,White,Graduate degree,Democrat,Moderate,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
Male,23,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,DK/REF
Female,39,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Male,36,Other,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,No,Very Likely,Somewhat Likely,No,Yes,Better World
Male,50,Black,High school or less,Democrat,Liberal,Somewhat Disapprove,Somewhat Often,No,Yes,No,No,No,No,Not at all likely,Somewhat Likely,No,No,Worse World
Male,46,Black,College degree,Independent,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,20,Latino,High school or less,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,No,Better World
Female,71,White,Graduate degree,Republican,Conservative,Somewhat Approve,Not Very Often,DK/REF,DK/REF,Yes,No,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World
Female,46,White,College degree,Republican,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,66,White,High school or less,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,No,No,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,76,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,DK/REF,Yes,Yes,DK/REF,DK/REF,Not at all likely,Somewhat Likely,No,DK/REF,Worse World
Female,52,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World
Male,33,White,Graduate degree,Democrat,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,55,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Male,58,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,No,Yes,Very Likely,Not at all likely,No,No,Better World
